timestamp,cpu_temp_C,cpu_freq_MHz,throttled,cdsp_state,cdsp_processing_load,cdsp_buffer_level,cdsp_clipped,cdsp_cpu_pct,reaper_cpu_pct,pipewire_cpu_pct,mem_used_MB,mem_available_MB
2026-03-08T18:10:45+01:00,72.5,800,0x0,ProcessingState.RUNNING,17.30,1019,0,23.00,0.00,0.00,1346,2449
2026-03-08T18:10:56+01:00,73.0,1500,0x0,ProcessingState.RUNNING,23.61,1018,0,21.00,0.00,0.00,1348,2448
2026-03-08T18:11:06+01:00,73.0,1500,0x0,ProcessingState.RUNNING,17.83,1019,0,22.00,0.00,0.00,1350,2446
2026-03-08T18:11:17+01:00,73.0,1500,0x0,ProcessingState.RUNNING,15.44,1019,0,22.00,0.00,0.00,1347,2448
2026-03-08T18:11:28+01:00,74.0,1500,0x0,ProcessingState.RUNNING,15.98,1019,0,21.00,0.00,0.00,1354,2442
2026-03-08T18:11:38+01:00,72.0,1500,0x0,ProcessingState.RUNNING,21.33,1018,0,22.00,0.00,0.00,1347,2448
2026-03-08T18:11:49+01:00,73.0,1500,0x0,ProcessingState.RUNNING,20.79,1018,0,22.00,0.00,0.00,1344,2452
2026-03-08T18:12:00+01:00,72.5,1500,0x0,ProcessingState.RUNNING,23.93,1018,0,22.00,0.00,0.00,1350,2446
2026-03-08T18:12:11+01:00,73.0,1500,0x0,ProcessingState.RUNNING,20.65,1019,0,21.00,0.00,0.00,1348,2447
2026-03-08T18:12:21+01:00,73.0,1500,0x0,ProcessingState.RUNNING,17.29,1019,0,21.00,0.00,0.00,1346,2450
2026-03-08T18:12:32+01:00,72.0,1500,0x0,ProcessingState.RUNNING,16.19,1019,0,21.00,0.00,0.00,1351,2445
